City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,cambridge,43.3601,-80.3127,-8.37,67,0,3.09,CA,1675223642
368,faya,18.3851,42.4509,9.29,57,62,1.98,SA,1675223532
369,bartica,6.4,-58.6167,24.18,97,12,0.97,GY,1675223816
370,turbat,26.0023,63.044,17.36,56,0,1.24,PK,1675223816
371,olafsvik,64.8945,-23.7142,-1.12,87,100,6.81,IS,1675223506
372,semnan,35.5729,53.3971,3.57,91,85,1.66,IR,1675223817
373,nizhniy tsasuchey,50.5167,115.1333,-13.3,67,2,5.24,RU,1675223690
374,flin flon,54.7682,-101.865,-33.53,100,73,1.7,CA,1675223565
375,saint-augustin,51.226,-58.6502,-23.12,85,1,3.18,CA,1675223535
376,khandyga,62.6667,135.6,-33.56,89,100,1.95,RU,1675223819
377,itabira,-19.6192,-43.2269,16.41,98,89,0.78,BR,1675223820
378,lazaro cardenas,17.9583,-102.2,22.93,85,2,1.75,MX,1675223820
379,samarai,-10.6167,150.6667,29.29,69,98,0.47,PG,1675223820
380,severnyy,50.677,36.5532,-1.98,93,100,2.0,RU,1675223821
381,chapais,49.7834,-74.8492,-21.12,93,100,4.98,CA,1675223821
382,richards bay,-28.783,32.0377,23.17,90,100,5.27,ZA,1675223771
383,zhangjiakou,40.81,114.8794,-6.79,28,18,5.96,CN,1675223822
384,barguzin,53.6167,109.6167,-15.15,89,78,0.41,RU,1675223823
385,davila,18.4726,120.5763,28.99,63,1,3.6,PH,1675223823
386,santa rosalia,27.3167,-112.2833,14.27,65,88,1.01,MX,1675223823
387,aksu,41.1231,80.2644,-6.69,74,100,0.41,CN,1675223824
388,antalaha,-14.9003,50.2788,25.98,81,47,2.21,MG,1675223825
389,krasnoselkup,65.7,82.4667,-16.96,95,100,5.7,RU,1675223669
390,buala,-8.145,159.5921,28.51,72,92,3.48,SB,1675223699
391,dingzhou,38.5131,114.9956,3.06,18,47,1.49,CN,1675223826
392,alyangula,-13.8483,136.4192,30.52,68,100,2.54,AU,1675223826
393,kalianget,-7.05,113.9333,28.85,73,100,4.75,ID,1675223610
394,ulefoss,59.2838,9.2646,-4.25,95,96,1.42,NO,1675223827
395,topchanchi,23.9,86.2,21.91,35,7,6.07,IN,1675223827
396,cabedelo,-6.9811,-34.8339,26.37,78,98,4.38,BR,1675223748
397,saint-pierre,-21.3393,55.4781,26.77,83,100,5.66,RE,1675223828
398,katherine,-14.4667,132.2667,32.18,66,75,3.09,AU,1675223828
399,yizheng,24.6706,103.4296,20.35,31,0,4.35,CN,1675223828
400,havre-saint-pierre,50.2334,-63.5986,-14.0,77,0,4.12,CA,1675223829
401,petatlan,17.5167,-101.2667,21.94,79,0,1.73,MX,1675223543
402,mandalgovi,45.7625,106.2708,-11.33,41,0,4.25,MN,1675223830
403,cutervo,-6.379,-78.8157,11.06,95,99,1.86,PE,1675223830
404,gunjur,13.2019,-16.7339,20.04,52,0,4.12,GM,1675223831
405,port hedland,-20.3167,118.5667,35.03,55,25,4.12,AU,1675223466
406,grindavik,63.8424,-22.4338,-2.74,80,0,1.54,IS,1675223587
407,nouadhibou,20.931,-17.0347,15.99,59,100,9.26,MR,1675223647
408,taraz,42.9,71.3667,-1.77,74,73,4.0,KZ,1675223832
409,aswan,24.0934,32.907,9.61,31,0,2.06,EG,1675223833
410,faanui,-16.4833,-151.75,27.53,74,100,6.25,PF,1675223567
411,kapoeta,4.7717,33.5903,28.28,33,42,5.41,SS,1675223627
412,nuevo progreso,23.1667,-97.95,13.04,75,95,1.79,MX,1675223834
413,kayes,14.0,-11.0,22.07,13,50,1.39,ML,1675223738
414,paamiut,61.994,-49.6678,-9.96,71,100,4.73,GL,1675223527
415,plettenberg bay,-34.0527,23.3716,18.76,83,0,3.05,ZA,1675223648
416,kishorganj,24.4333,90.7667,25.17,38,29,3.06,BD,1675223835
417,chippewa falls,44.9369,-91.3929,-12.9,66,75,3.6,US,1675223717
418,awbari,26.5921,12.7805,5.6,38,2,2.77,LY,1675223552
419,macia,-25.0269,33.0989,22.05,85,93,0.89,MZ,1675223836
420,te anau,-45.4167,167.7167,21.37,71,100,0.93,NZ,1675223836
421,mayo,38.8876,-76.5119,2.97,88,100,2.57,US,1675223652
422,lieksa,63.3167,30.0167,-4.76,90,100,3.25,FI,1675223837
423,hambantota,6.1241,81.1185,26.19,94,20,2.57,LK,1675223742
424,kamennomostskiy,44.2983,40.1856,2.29,91,99,0.68,RU,1675223838
425,odda,60.0691,6.5457,5.43,98,100,3.26,NO,1675223838
426,mana,5.6592,-53.7767,23.14,91,52,0.92,GF,1675223839
427,leninskoye,41.7589,69.3864,2.6,87,100,1.77,KZ,1675223839
428,tecoanapa,16.5167,-98.75,24.38,75,0,1.64,MX,1675223840
429,bonavista,48.6499,-53.1147,-2.08,95,100,8.28,CA,1675223667
430,coihaique,-45.5752,-72.0662,12.34,66,0,1.54,CL,1675223657
431,goderich,43.7501,-81.7165,-6.72,62,100,7.2,CA,1675223624
432,barroso,-21.1869,-43.9758,17.02,92,99,1.35,BR,1675223841
433,paita,-5.0892,-81.1144,23.63,80,95,2.62,PE,1675223841
434,madikeri,12.4167,75.7333,22.52,42,17,2.87,IN,1675223841
435,gumdag,39.2061,54.5906,5.2,92,100,4.11,TM,1675223842
436,kholodnyy,62.7167,147.95,-19.66,95,100,0.17,RU,1675223842
437,gijon,43.5357,-5.6615,10.45,84,85,2.24,ES,1675223843
438,boueni,-12.9025,45.0761,27.99,75,100,4.69,YT,1675223826
439,micheweni,-4.9667,39.8333,25.51,79,6,1.71,TZ,1675223843
440,inuvik,68.3499,-133.7218,-30.52,72,20,1.54,CA,1675223845
441,hervey bay,-25.2986,152.8535,27.31,82,85,7.4,AU,1675223845
442,moscow,55.7522,37.6156,0.29,95,100,2.75,RU,1675223400
443,kavaratti,10.5669,72.642,26.61,74,87,5.39,IN,1675223697
444,la libertad,-2.2333,-80.9,26.81,74,40,2.57,EC,1675223846
445,honningsvag,70.9821,25.9704,0.86,86,75,11.83,NO,1675223610
446,majene,-3.5403,118.9707,29.68,65,99,3.97,ID,1675223847
447,asau,46.4333,26.4,-4.49,91,77,3.05,RO,1675223671
448,hutchinson,38.0608,-97.9298,-6.38,79,0,0.0,US,1675223574
449,marawi,7.9986,124.2928,27.88,63,31,2.89,PH,1675223848
450,xiongzhou,25.1167,114.3,23.04,48,2,1.05,CN,1675223848
451,kintampo,8.0563,-1.7306,24.69,23,100,1.08,GH,1675223849
452,acapulco,16.8634,-99.8901,24.47,73,0,2.63,MX,1675223703
453,port lincoln,-34.7333,135.8667,18.68,60,94,6.45,AU,1675223695
454,emba,48.8264,58.1442,-14.41,81,2,4.16,KZ,1675223849
455,carballo,43.213,-8.691,7.17,87,12,1.71,ES,1675223850
456,formosa,-26.1775,-58.1781,27.99,74,0,4.12,AR,1675223851
457,suruc,36.9761,38.425,4.41,95,100,2.5,TR,1675223851
458,sakakah,29.9697,40.2064,7.76,72,0,2.84,SA,1675223672
459,roma,43.2128,-75.4557,-8.36,77,100,0.0,US,1675223852
460,comodoro rivadavia,-45.8667,-67.5,20.92,23,0,7.72,AR,1675223601
461,honiara,-9.4333,159.95,28.79,74,77,3.1,SB,1675223853
462,homer,59.6425,-151.5483,2.09,92,100,0.0,US,1675223621
463,pakxe,15.1167,105.7833,28.08,65,20,1.03,LA,1675223853
464,atar,20.5169,-13.0499,18.31,22,80,2.2,MR,1675223586
465,eenhana,-17.4667,16.3333,19.14,89,99,1.44,NA,1675223854
466,khanskaya,44.677,39.9616,1.98,99,100,0.23,RU,1675223854
467,mareeba,-17.0,145.4333,27.4,96,100,1.6,AU,1675223855
468,kirakira,-10.4544,161.9205,28.69,73,100,3.17,SB,1675223756
469,husavik,66.0449,-17.3389,-1.72,95,100,5.3,IS,1675223857
470,amuntai,-2.4177,115.2494,27.44,75,99,1.17,ID,1675223857
471,mrakovo,52.7161,56.6244,-21.03,94,33,1.66,RU,1675223858
472,luwuk,-0.9516,122.7875,30.87,64,91,1.13,ID,1675223858
473,tiarei,-17.5333,-149.3333,28.01,76,10,7.02,PF,1675223859
474,casablanca,33.5928,-7.6192,7.01,66,8,2.11,MA,1675223859
475,bada,51.392,109.8717,-13.34,74,26,1.94,RU,1675223860
476,caravelas,-17.7125,-39.2481,23.6,86,96,1.73,BR,1675223642
477,chalons-en-champagne,48.9539,4.3672,7.04,84,95,4.86,FR,1675223600
478,nikolayevsk-na-amure,53.1406,140.73,-17.97,76,26,2.99,RU,1675223858
479,svetlogorsk,52.6333,29.7333,-2.57,97,100,3.44,BY,1675223861
480,tigil,57.8,158.6667,-10.91,91,99,2.19,RU,1675223861
481,gorontalo,0.5412,123.0595,29.87,69,100,3.52,ID,1675223862
482,maloy,61.9353,5.1136,2.85,1,100,6.19,NO,1675223570
483,poso,-1.3959,120.7524,24.96,94,100,1.91,ID,1675223864
484,xiaoshi,41.2971,124.1209,-6.01,51,99,5.7,CN,1675223864
485,mount gambier,-37.8333,140.7667,18.06,41,91,4.16,AU,1675223652
486,ongandjera,-17.8833,15.0667,20.91,62,99,2.25,NA,1675223865
487,sampit,-2.5333,112.95,26.81,81,100,1.03,ID,1675223865
488,juliaca,-15.5,-70.1333,8.18,80,86,5.71,PE,1675223866
489,mabaruma,8.2,-59.7833,20.36,90,78,1.23,GY,1675223866
490,asfi,32.2994,-9.2372,12.27,74,100,6.32,MA,1675223868
491,katangli,51.7102,143.2326,-14.44,75,33,4.8,RU,1675223868
492,caceres,39.522,-6.3748,0.76,83,0,1.19,ES,1675223869
493,vao,-22.6667,167.4833,26.33,76,84,5.27,NC,1675223509
494,flinders,-34.5833,150.8552,25.14,66,4,4.54,AU,1675223746
495,le vauclin,14.5452,-60.8388,20.03,100,0,1.03,MQ,1675223871
496,batticaloa,7.7102,81.6924,24.68,88,100,8.84,LK,1675223871
497,chanthaburi,12.8333,102.1667,25.08,33,93,0.54,TH,1675223872
498,dwarka,22.2394,68.9678,20.07,56,26,8.98,IN,1675223872
499,revelstoke,50.9832,-118.2023,-5.99,79,100,1.03,CA,1675223873
500,pemba,-12.974,40.5178,25.14,86,6,2.91,MZ,1675223873
501,riyadh,24.6877,46.7219,15.08,57,33,3.79,SA,1675223863
502,krasnoborsk,61.5598,45.934,-2.09,89,100,4.8,RU,1675223874
503,ahipara,-35.1667,173.1667,23.16,75,99,3.85,NZ,1675223596
504,santa maria,-29.6842,-53.8069,22.61,88,0,1.54,BR,1675223656
505,tena,-0.9833,-77.8167,23.18,77,99,1.24,EC,1675223875
506,nicolas bravo,18.45,-88.9167,20.11,98,9,1.05,MX,1675223875
507,bozeman,45.6796,-111.0386,-6.15,80,100,1.79,US,1675223820
508,elko,41.0002,-115.5012,-14.99,81,100,1.34,US,1675223754
509,kalmar,56.6616,16.3616,2.96,92,40,5.66,SE,1675223876
510,belawan,3.7755,98.6832,27.16,83,100,1.6,ID,1675223876
511,lagos,6.5833,3.75,23.64,93,12,0.47,NG,1675223639
512,akdepe,42.0551,59.3788,5.05,83,100,6.1,TM,1675223877
513,garissa,-0.4536,39.6401,23.53,82,0,2.64,KE,1675223877
514,ust-maya,60.4167,134.5333,-31.19,89,100,1.55,RU,1675223878
515,hino,35.6731,139.4003,12.98,29,40,3.6,JP,1675223878
516,santa cruz de la palma,28.6835,-17.7642,16.08,67,40,4.12,ES,1675223879
517,xunchang,28.4543,104.715,16.56,36,0,0.74,CN,1675223879
518,shenjiamen,29.9576,122.298,12.38,74,0,6.85,CN,1675223879
519,berdigestyakh,62.0989,126.6992,-30.26,94,100,3.57,RU,1675223880
520,nizhneangarsk,55.7833,109.55,-18.74,83,64,0.57,RU,1675223880
521,suleja,9.1758,7.1808,25.5,42,73,1.69,NG,1675223881
522,kikwit,-5.041,18.8162,19.31,96,71,1.02,CD,1675223881
523,magadan,59.5667,150.8,-11.37,92,100,2.84,RU,1675223881
524,gat,31.61,34.7642,12.44,100,64,8.33,IL,1675223522
525,ronneby,56.21,15.276,4.28,87,100,5.66,SE,1675223883
526,borovskoy,53.8,64.15,-16.21,87,82,3.47,KZ,1675223883
